user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
599,4,Premium,29.99,paid,29.99,True
600,4,Plus,19.99,paid,19.99,True
601,4,Basic,9.99,paid,9.99,True
602,4,Plus,19.99,failed,0.0,False
603,4,Premium,29.99,paid,29.99,True
604,4,Plus,19.99,failed,0.0,False
605,4,Premium,29.99,failed,0.0,False
606,4,Plus,19.99,paid,19.99,True
607,4,Premium,29.99,paid,29.99,True
608,4,Basic,9.99,paid,9.99,True
609,4,Plus,19.99,paid,19.99,True
610,4,Basic,9.99,paid,9.99,True
611,4,Plus,19.99,failed,0.0,False
612,4,Plus,19.99,paid,19.99,True
613,4,Premium,29.99,failed,0.0,True
614,4,Premium,29.99,paid,29.99,True
615,4,Basic,9.99,paid,9.99,True
616,4,Plus,19.99,paid,19.99,True
617,4,Plus,19.99,failed,0.0,False
618,4,Basic,9.99,paid,9.99,True
619,4,Basic,9.99,paid,9.99,True
620,4,Basic,9.99,paid,9.99,True
621,4,Plus,19.99,paid,19.99,True
622,4,Basic,9.99,paid,9.99,True
623,4,Premium,29.99,paid,29.99,True
624,4,Basic,9.99,failed,0.0,False
625,4,Premium,29.99,paid,29.99,True
626,4,Basic,9.99,paid,9.99,True
627,4,Plus,19.99,paid,19.99,True
628,4,Basic,9.99,paid,9.99,True
629,4,Plus,19.99,failed,0.0,True
630,4,Plus,19.99,paid,19.99,True
631,4,Premium,29.99,paid,29.99,True
632,4,Plus,19.99,paid,19.99,True
633,4,Basic,9.99,paid,9.99,True
634,4,Basic,9.99,failed,0.0,False
635,4,Basic,9.99,paid,9.99,True
636,4,Basic,9.99,failed,0.0,False
637,4,Plus,19.99,paid,19.99,True
638,4,Plus,19.99,paid,19.99,True
639,4,Plus,19.99,paid,19.99,True
640,4,Premium,29.99,paid,29.99,True
641,4,Plus,19.99,paid,19.99,True
642,4,Plus,19.99,paid,19.99,True
643,4,Basic,9.99,paid,9.99,True
644,4,Basic,9.99,paid,9.99,True
645,4,Plus,19.99,paid,19.99,True
646,4,Premium,29.99,paid,29.99,True
647,4,Basic,9.99,paid,9.99,True
648,4,Basic,9.99,paid,9.99,True
649,4,Plus,19.99,paid,19.99,True
650,4,Basic,9.99,paid,9.99,True
651,4,Basic,9.99,failed,0.0,False
652,4,Premium,29.99,paid,29.99,True
653,4,Plus,19.99,paid,19.99,True
654,4,Basic,9.99,paid,9.99,True
655,4,Premium,29.99,paid,29.99,True
656,4,Basic,9.99,failed,0.0,False
657,4,Premium,29.99,paid,29.99,True
658,4,Basic,9.99,paid,9.99,True
659,4,Plus,19.99,paid,19.99,True
660,4,Basic,9.99,paid,9.99,True
661,4,Basic,9.99,paid,9.99,True
662,4,Premium,29.99,failed,0.0,False
663,4,Basic,9.99,failed,0.0,True
664,4,Basic,9.99,paid,9.99,True
665,4,Basic,9.99,paid,9.99,True
666,4,Plus,19.99,paid,19.99,True
667,4,Plus,19.99,paid,19.99,True
668,4,Premium,29.99,paid,29.99,True
669,4,Basic,9.99,paid,9.99,True
670,4,Basic,9.99,paid,9.99,True
671,4,Basic,9.99,paid,9.99,True
672,4,Plus,19.99,paid,19.99,True
673,4,Premium,29.99,paid,29.99,True
674,4,Plus,19.99,paid,19.99,True
675,4,Plus,19.99,failed,0.0,False
676,4,Basic,9.99,paid,9.99,True
677,4,Premium,29.99,paid,29.99,True
678,4,Basic,9.99,paid,9.99,True
679,4,Basic,9.99,paid,9.99,True
680,4,Basic,9.99,paid,9.99,True
681,4,Basic,9.99,paid,9.99,True
682,4,Basic,9.99,paid,9.99,True
683,4,Basic,9.99,paid,9.99,True
684,4,Basic,9.99,paid,9.99,True
685,4,Plus,19.99,failed,0.0,False
686,4,Basic,9.99,paid,9.99,True
687,4,Basic,9.99,failed,0.0,False
688,4,Premium,29.99,paid,29.99,True
689,4,Plus,19.99,paid,19.99,True
690,4,Basic,9.99,paid,9.99,True
691,4,Basic,9.99,paid,9.99,True
692,4,Premium,29.99,paid,29.99,True
693,4,Basic,9.99,paid,9.99,True
694,4,Basic,9.99,paid,9.99,True
695,4,Premium,29.99,paid,29.99,True
696,4,Basic,9.99,paid,9.99,True
697,4,Plus,19.99,failed,0.0,True
698,4,Plus,19.99,failed,0.0,False
699,4,Plus,19.99,paid,19.99,True
700,4,Basic,9.99,paid,9.99,True
701,4,Basic,9.99,paid,9.99,True
702,4,Basic,9.99,paid,9.99,True
703,4,Basic,9.99,paid,9.99,True
704,4,Premium,29.99,paid,29.99,True
705,4,Basic,9.99,paid,9.99,True
706,4,Plus,19.99,paid,19.99,True
707,4,Plus,19.99,paid,19.99,True
708,4,Plus,19.99,paid,19.99,True
709,4,Basic,9.99,paid,9.99,True
710,4,Basic,9.99,paid,9.99,True
711,4,Premium,29.99,paid,29.99,True
712,4,Plus,19.99,paid,19.99,True
713,4,Plus,19.99,paid,19.99,True
714,4,Premium,29.99,paid,29.99,True
715,4,Plus,19.99,failed,0.0,False
716,4,Basic,9.99,failed,0.0,False
717,4,Plus,19.99,paid,19.99,True
718,4,Basic,9.99,paid,9.99,True
719,4,Plus,19.99,failed,0.0,False
720,4,Premium,29.99,paid,29.99,True
721,4,Basic,9.99,paid,9.99,True
722,4,Basic,9.99,paid,9.99,True
723,4,Basic,9.99,failed,0.0,True
724,4,Premium,29.99,paid,29.99,True
725,4,Basic,9.99,failed,0.0,False
726,4,Basic,9.99,failed,0.0,True
727,4,Basic,9.99,paid,9.99,True
728,4,Basic,9.99,paid,9.99,True
729,4,Basic,9.99,failed,0.0,False
730,4,Basic,9.99,paid,9.99,True
731,4,Basic,9.99,failed,0.0,False
732,4,Basic,9.99,paid,9.99,True
733,4,Basic,9.99,paid,9.99,True
734,4,Basic,9.99,paid,9.99,True
735,4,Basic,9.99,paid,9.99,True
736,4,Plus,19.99,paid,19.99,True
737,4,Basic,9.99,paid,9.99,True
738,4,Basic,9.99,failed,0.0,False
739,4,Basic,9.99,failed,0.0,True
740,4,Basic,9.99,paid,9.99,True
741,4,Basic,9.99,paid,9.99,True
742,4,Basic,9.99,paid,9.99,True
743,4,Premium,29.99,paid,29.99,True
744,4,Basic,9.99,paid,9.99,True
745,4,Basic,9.99,paid,9.99,True
746,4,Basic,9.99,paid,9.99,True
747,4,Basic,9.99,paid,9.99,True
748,4,Basic,9.99,paid,9.99,True
749,4,Plus,19.99,paid,19.99,True
750,4,Plus,19.99,failed,0.0,False
751,4,Basic,9.99,failed,0.0,False
752,4,Basic,9.99,paid,9.99,True
753,4,Basic,9.99,failed,0.0,False
754,4,Basic,9.99,paid,9.99,True
755,4,Plus,19.99,paid,19.99,True
756,4,Basic,9.99,paid,9.99,True
757,4,Basic,9.99,paid,9.99,True
758,4,Premium,29.99,paid,29.99,True
759,4,Basic,9.99,paid,9.99,True
760,4,Basic,9.99,paid,9.99,True
761,4,Plus,19.99,paid,19.99,True
762,4,Basic,9.99,failed,0.0,True
763,4,Basic,9.99,paid,9.99,True
764,4,Basic,9.99,paid,9.99,True
765,4,Premium,29.99,paid,29.99,True
766,4,Basic,9.99,paid,9.99,True
767,4,Basic,9.99,paid,9.99,True
768,4,Basic,9.99,paid,9.99,True
769,4,Basic,9.99,failed,0.0,False
770,4,Plus,19.99,paid,19.99,True
771,4,Basic,9.99,paid,9.99,True
772,4,Plus,19.99,paid,19.99,True
773,4,Plus,19.99,paid,19.99,True
774,4,Plus,19.99,paid,19.99,True
775,4,Basic,9.99,paid,9.99,True
776,4,Premium,29.99,failed,0.0,False
777,4,Plus,19.99,paid,19.99,True
778,4,Basic,9.99,paid,9.99,True
779,4,Plus,19.99,paid,19.99,True
780,4,Premium,29.99,paid,29.99,True
781,4,Basic,9.99,paid,9.99,True
782,4,Premium,29.99,paid,29.99,True
783,4,Basic,9.99,paid,9.99,True
784,4,Plus,19.99,paid,19.99,True
785,4,Premium,29.99,paid,29.99,True
786,4,Basic,9.99,paid,9.99,True
787,4,Plus,19.99,paid,19.99,True
788,4,Basic,9.99,paid,9.99,True
789,4,Plus,19.99,failed,0.0,False
790,4,Plus,19.99,paid,19.99,True
791,4,Basic,9.99,paid,9.99,True
792,4,Basic,9.99,paid,9.99,True
793,4,Basic,9.99,paid,9.99,True
794,4,Basic,9.99,paid,9.99,True
795,4,Basic,9.99,failed,0.0,True
796,4,Basic,9.99,paid,9.99,True
797,4,Basic,9.99,paid,9.99,True
798,4,Basic,9.99,paid,9.99,True
799,4,Plus,19.99,paid,19.99,True
800,4,Plus,19.99,paid,19.99,True
801,4,Plus,19.99,paid,19.99,True
802,4,Basic,9.99,paid,9.99,True
803,4,Premium,29.99,paid,29.99,True
804,4,Plus,19.99,paid,19.99,True
805,4,Basic,9.99,paid,9.99,True
806,4,Basic,9.99,paid,9.99,True
807,4,Plus,19.99,failed,0.0,False
808,4,Basic,9.99,paid,9.99,True
809,4,Basic,9.99,paid,9.99,True
810,4,Premium,29.99,paid,29.99,True
811,4,Basic,9.99,paid,9.99,True
812,4,Basic,9.99,paid,9.99,True
813,4,Premium,29.99,paid,29.99,True
814,4,Plus,19.99,failed,0.0,False
815,4,Basic,9.99,failed,0.0,False
816,4,Premium,29.99,failed,0.0,False
817,4,Premium,29.99,paid,29.99,True
818,4,Basic,9.99,failed,0.0,False
819,4,Plus,19.99,paid,19.99,True
820,4,Basic,9.99,paid,9.99,True
821,4,Basic,9.99,paid,9.99,True
822,4,Plus,19.99,paid,19.99,True
823,4,Basic,9.99,paid,9.99,True
824,4,Plus,19.99,paid,19.99,True
825,4,Plus,19.99,failed,0.0,True
826,4,Basic,9.99,paid,9.99,True
827,4,Plus,19.99,paid,19.99,True
828,4,Basic,9.99,failed,0.0,True
829,4,Premium,29.99,failed,0.0,True
830,4,Basic,9.99,paid,9.99,True
831,4,Plus,19.99,paid,19.99,True
832,4,Plus,19.99,paid,19.99,True
833,4,Basic,9.99,paid,9.99,True
834,4,Plus,19.99,paid,19.99,True
835,4,Plus,19.99,failed,0.0,False
836,4,Plus,19.99,paid,19.99,True
837,4,Plus,19.99,paid,19.99,True
838,4,Premium,29.99,paid,29.99,True
839,4,Basic,9.99,paid,9.99,True
840,4,Basic,9.99,paid,9.99,True
841,4,Basic,9.99,paid,9.99,True
842,4,Plus,19.99,paid,19.99,True
843,4,Basic,9.99,paid,9.99,True
844,4,Basic,9.99,paid,9.99,True
845,4,Basic,9.99,paid,9.99,True
846,4,Premium,29.99,failed,0.0,False
847,4,Basic,9.99,paid,9.99,True
848,4,Plus,19.99,paid,19.99,True
849,4,Basic,9.99,paid,9.99,True
850,4,Premium,29.99,paid,29.99,True
851,4,Basic,9.99,paid,9.99,True
852,4,Basic,9.99,paid,9.99,True
853,4,Premium,29.99,paid,29.99,True
854,4,Premium,29.99,paid,29.99,True
855,4,Basic,9.99,failed,0.0,False
856,4,Basic,9.99,paid,9.99,True
857,4,Plus,19.99,paid,19.99,True
858,4,Premium,29.99,paid,29.99,True
859,4,Basic,9.99,failed,0.0,False
860,4,Basic,9.99,paid,9.99,True
861,4,Plus,19.99,paid,19.99,True
862,4,Plus,19.99,paid,19.99,True
863,4,Plus,19.99,paid,19.99,True
864,4,Plus,19.99,paid,19.99,True
865,4,Basic,9.99,failed,0.0,False
866,4,Premium,29.99,paid,29.99,True
867,4,Premium,29.99,paid,29.99,True
868,4,Plus,19.99,paid,19.99,True
869,4,Basic,9.99,paid,9.99,True
870,4,Basic,9.99,failed,0.0,False
871,4,Plus,19.99,paid,19.99,True
872,4,Basic,9.99,failed,0.0,False
873,4,Premium,29.99,failed,0.0,False
874,4,Basic,9.99,paid,9.99,True
875,4,Plus,19.99,paid,19.99,True
876,4,Premium,29.99,paid,29.99,True
877,4,Basic,9.99,paid,9.99,True
878,4,Basic,9.99,paid,9.99,True
879,4,Plus,19.99,failed,0.0,False
880,4,Plus,19.99,failed,0.0,False
881,4,Basic,9.99,failed,0.0,False
882,4,Plus,19.99,paid,19.99,True
883,4,Premium,29.99,paid,29.99,True
884,4,Basic,9.99,paid,9.99,True
885,4,Basic,9.99,paid,9.99,True
886,4,Basic,9.99,paid,9.99,True
887,4,Basic,9.99,failed,0.0,False
888,4,Basic,9.99,paid,9.99,True
889,4,Basic,9.99,failed,0.0,False
890,4,Plus,19.99,paid,19.99,True
891,4,Basic,9.99,paid,9.99,True
892,4,Premium,29.99,paid,29.99,True
893,4,Basic,9.99,paid,9.99,True
894,4,Basic,9.99,paid,9.99,True
895,4,Plus,19.99,paid,19.99,True
896,4,Premium,29.99,paid,29.99,True
897,4,Basic,9.99,paid,9.99,True
898,4,Basic,9.99,paid,9.99,True
899,4,Basic,9.99,failed,0.0,True
900,4,Basic,9.99,paid,9.99,True
901,4,Basic,9.99,paid,9.99,True
902,4,Basic,9.99,failed,0.0,False
903,4,Basic,9.99,paid,9.99,True
904,4,Basic,9.99,paid,9.99,True
905,4,Premium,29.99,paid,29.99,True
906,4,Plus,19.99,paid,19.99,True
907,4,Basic,9.99,paid,9.99,True
908,4,Basic,9.99,paid,9.99,True
909,4,Basic,9.99,paid,9.99,True
910,4,Basic,9.99,paid,9.99,True
911,4,Plus,19.99,paid,19.99,True
912,4,Premium,29.99,paid,29.99,True
913,4,Premium,29.99,paid,29.99,True
914,4,Premium,29.99,paid,29.99,True
915,4,Premium,29.99,paid,29.99,True
916,4,Premium,29.99,paid,29.99,True
917,4,Basic,9.99,paid,9.99,True
918,4,Basic,9.99,paid,9.99,True
919,4,Basic,9.99,failed,0.0,False
920,4,Plus,19.99,paid,19.99,True
921,4,Basic,9.99,paid,9.99,True
922,4,Plus,19.99,failed,0.0,False
923,4,Plus,19.99,paid,19.99,True
924,4,Basic,9.99,paid,9.99,True
925,4,Basic,9.99,paid,9.99,True
926,4,Basic,9.99,paid,9.99,True
927,4,Basic,9.99,paid,9.99,True
928,4,Premium,29.99,paid,29.99,True
929,4,Plus,19.99,paid,19.99,True
930,4,Plus,19.99,paid,19.99,True
931,4,Basic,9.99,paid,9.99,True
932,4,Basic,9.99,paid,9.99,True
933,4,Basic,9.99,paid,9.99,True
934,4,Plus,19.99,paid,19.99,True
935,4,Plus,19.99,paid,19.99,True
936,4,Basic,9.99,paid,9.99,True
937,4,Premium,29.99,paid,29.99,True
938,4,Basic,9.99,paid,9.99,True
939,4,Premium,29.99,paid,29.99,True
940,4,Basic,9.99,failed,0.0,False
941,4,Basic,9.99,paid,9.99,True
942,4,Plus,19.99,paid,19.99,True
943,4,Basic,9.99,paid,9.99,True
944,4,Basic,9.99,paid,9.99,True
945,4,Basic,9.99,paid,9.99,True
946,4,Basic,9.99,paid,9.99,True
947,4,Plus,19.99,paid,19.99,True
948,4,Premium,29.99,paid,29.99,True
949,4,Premium,29.99,paid,29.99,True
950,4,Basic,9.99,paid,9.99,True
951,4,Basic,9.99,paid,9.99,True
952,4,Basic,9.99,failed,0.0,False
953,4,Basic,9.99,failed,0.0,True
954,4,Basic,9.99,paid,9.99,True
955,4,Premium,29.99,failed,0.0,False
956,4,Premium,29.99,paid,29.99,True
957,4,Plus,19.99,paid,19.99,True
958,4,Basic,9.99,failed,0.0,False
959,4,Basic,9.99,paid,9.99,True
960,4,Basic,9.99,paid,9.99,True
961,4,Basic,9.99,paid,9.99,True
962,4,Basic,9.99,paid,9.99,True
963,4,Basic,9.99,paid,9.99,True
964,4,Basic,9.99,paid,9.99,True
965,4,Premium,29.99,failed,0.0,False
966,4,Basic,9.99,paid,9.99,True
967,4,Premium,29.99,paid,29.99,True
968,4,Basic,9.99,paid,9.99,True
969,4,Plus,19.99,paid,19.99,True
970,4,Basic,9.99,paid,9.99,True
971,4,Basic,9.99,paid,9.99,True
972,4,Basic,9.99,paid,9.99,True
973,4,Basic,9.99,paid,9.99,True
974,4,Premium,29.99,paid,29.99,True
975,4,Basic,9.99,paid,9.99,True
976,4,Plus,19.99,paid,19.99,True
977,4,Basic,9.99,paid,9.99,True
978,4,Basic,9.99,paid,9.99,True
979,4,Basic,9.99,paid,9.99,True
980,4,Basic,9.99,paid,9.99,True
981,4,Premium,29.99,paid,29.99,True
982,4,Plus,19.99,paid,19.99,True
983,4,Plus,19.99,paid,19.99,True
984,4,Basic,9.99,paid,9.99,True
985,4,Basic,9.99,paid,9.99,True
986,4,Premium,29.99,paid,29.99,True
987,4,Basic,9.99,paid,9.99,True
988,4,Basic,9.99,paid,9.99,True
989,4,Basic,9.99,paid,9.99,True
990,4,Plus,19.99,paid,19.99,True
991,4,Plus,19.99,paid,19.99,True
992,4,Plus,19.99,paid,19.99,True
993,4,Plus,19.99,paid,19.99,True
994,4,Basic,9.99,paid,9.99,True
995,4,Premium,29.99,paid,29.99,True
996,4,Basic,9.99,failed,0.0,False
997,4,Plus,19.99,paid,19.99,True
998,4,Basic,9.99,paid,9.99,True
999,4,Premium,29.99,paid,29.99,True
1000,4,Basic,9.99,paid,9.99,True
1,5,Plus,19.99,paid,19.99,True
2,5,Basic,9.99,paid,9.99,True
3,5,Premium,29.99,paid,29.99,True
4,5,Plus,19.99,paid,19.99,True
5,5,Basic,9.99,paid,9.99,True
6,5,Premium,29.99,paid,29.99,True
7,5,Plus,19.99,paid,19.99,True
8,5,Plus,19.99,paid,19.99,True
9,5,Basic,9.99,paid,9.99,True
10,5,Basic,9.99,paid,9.99,True
11,5,Basic,9.99,paid,9.99,True
12,5,Premium,29.99,paid,29.99,True
13,5,Plus,19.99,failed,0.0,True
14,5,Plus,19.99,failed,0.0,False
15,5,Basic,9.99,paid,9.99,True
16,5,Basic,9.99,paid,9.99,True
17,5,Plus,19.99,paid,19.99,True
18,5,Basic,9.99,failed,0.0,False
19,5,Plus,19.99,paid,19.99,True
20,5,Plus,19.99,paid,19.99,True
21,5,Plus,19.99,paid,19.99,True
22,5,Basic,9.99,paid,9.99,True
23,5,Premium,29.99,failed,0.0,False
24,5,Premium,29.99,paid,29.99,True
25,5,Plus,19.99,paid,19.99,True
26,5,Basic,9.99,paid,9.99,True
27,5,Basic,9.99,paid,9.99,True
28,5,Basic,9.99,paid,9.99,True
29,5,Basic,9.99,paid,9.99,True
30,5,Plus,19.99,failed,0.0,False
31,5,Plus,19.99,failed,0.0,False
32,5,Premium,29.99,paid,29.99,True
33,5,Basic,9.99,paid,9.99,True
34,5,Basic,9.99,paid,9.99,True
35,5,Basic,9.99,paid,9.99,True
36,5,Basic,9.99,paid,9.99,True
37,5,Basic,9.99,paid,9.99,True
38,5,Basic,9.99,failed,0.0,False
39,5,Basic,9.99,failed,0.0,False
40,5,Plus,19.99,paid,19.99,True
41,5,Basic,9.99,paid,9.99,True
42,5,Plus,19.99,paid,19.99,True
43,5,Plus,19.99,failed,0.0,False
44,5,Basic,9.99,paid,9.99,True
45,5,Plus,19.99,paid,19.99,True
46,5,Plus,19.99,paid,19.99,True
47,5,Basic,9.99,paid,9.99,True
48,5,Basic,9.99,paid,9.99,True
49,5,Plus,19.99,paid,19.99,True
50,5,Basic,9.99,failed,0.0,False
51,5,Basic,9.99,paid,9.99,True
52,5,Basic,9.99,failed,0.0,False
53,5,Plus,19.99,paid,19.99,True
54,5,Plus,19.99,paid,19.99,True
55,5,Plus,19.99,paid,19.99,True
56,5,Plus,19.99,paid,19.99,True
57,5,Basic,9.99,failed,0.0,False
58,5,Plus,19.99,failed,0.0,False
59,5,Basic,9.99,paid,9.99,True
60,5,Basic,9.99,paid,9.99,True
61,5,Plus,19.99,paid,19.99,True
62,5,Basic,9.99,paid,9.99,True
63,5,Plus,19.99,paid,19.99,True
64,5,Plus,19.99,paid,19.99,True
65,5,Plus,19.99,paid,19.99,True
66,5,Plus,19.99,paid,19.99,True
67,5,Plus,19.99,paid,19.99,True
68,5,Basic,9.99,paid,9.99,True
69,5,Basic,9.99,paid,9.99,True
70,5,Basic,9.99,paid,9.99,True
71,5,Basic,9.99,paid,9.99,True
72,5,Basic,9.99,paid,9.99,True
73,5,Premium,29.99,failed,0.0,False
74,5,Basic,9.99,paid,9.99,True
75,5,Basic,9.99,paid,9.99,True
76,5,Basic,9.99,paid,9.99,True
77,5,Basic,9.99,paid,9.99,True
78,5,Plus,19.99,paid,19.99,True
79,5,Plus,19.99,paid,19.99,True
80,5,Plus,19.99,failed,0.0,False
81,5,Plus,19.99,paid,19.99,True
82,5,Basic,9.99,failed,0.0,False
83,5,Plus,19.99,paid,19.99,True
84,5,Basic,9.99,paid,9.99,True
85,5,Basic,9.99,paid,9.99,True
86,5,Basic,9.99,paid,9.99,True
87,5,Plus,19.99,paid,19.99,True
88,5,Basic,9.99,paid,9.99,True
89,5,Basic,9.99,failed,0.0,False
90,5,Basic,9.99,paid,9.99,True
91,5,Basic,9.99,paid,9.99,True
92,5,Plus,19.99,paid,19.99,True
93,5,Basic,9.99,paid,9.99,True
94,5,Basic,9.99,paid,9.99,True
95,5,Basic,9.99,failed,0.0,True
96,5,Plus,19.99,paid,19.99,True
97,5,Basic,9.99,failed,0.0,False
98,5,Basic,9.99,paid,9.99,True
99,5,Basic,9.99,paid,9.99,True
100,5,Premium,29.99,failed,0.0,False
101,5,Premium,29.99,paid,29.99,True
102,5,Plus,19.99,paid,19.99,True
103,5,Basic,9.99,paid,9.99,True
104,5,Premium,29.99,paid,29.99,True
105,5,Plus,19.99,paid,19.99,True
106,5,Plus,19.99,paid,19.99,True
107,5,Basic,9.99,paid,9.99,True
108,5,Basic,9.99,paid,9.99,True
109,5,Basic,9.99,paid,9.99,True
110,5,Premium,29.99,paid,29.99,True
111,5,Basic,9.99,paid,9.99,True
112,5,Basic,9.99,paid,9.99,True
113,5,Basic,9.99,paid,9.99,True
114,5,Plus,19.99,paid,19.99,True
115,5,Basic,9.99,failed,0.0,False
116,5,Premium,29.99,paid,29.99,True
117,5,Plus,19.99,paid,19.99,True
118,5,Plus,19.99,failed,0.0,False
119,5,Basic,9.99,paid,9.99,True
120,5,Plus,19.99,paid,19.99,True
121,5,Plus,19.99,paid,19.99,True
122,5,Plus,19.99,failed,0.0,False
123,5,Basic,9.99,paid,9.99,True
124,5,Basic,9.99,paid,9.99,True
125,5,Basic,9.99,paid,9.99,True
126,5,Basic,9.99,paid,9.99,True
127,5,Basic,9.99,paid,9.99,True
128,5,Basic,9.99,paid,9.99,True
129,5,Basic,9.99,paid,9.99,True
130,5,Plus,19.99,failed,0.0,False
131,5,Basic,9.99,paid,9.99,True
132,5,Premium,29.99,paid,29.99,True
133,5,Plus,19.99,paid,19.99,True
134,5,Basic,9.99,failed,0.0,False
135,5,Plus,19.99,paid,19.99,True
136,5,Basic,9.99,paid,9.99,True
137,5,Premium,29.99,paid,29.99,True
138,5,Basic,9.99,paid,9.99,True
139,5,Plus,19.99,failed,0.0,False
140,5,Basic,9.99,paid,9.99,True
141,5,Basic,9.99,failed,0.0,False
142,5,Basic,9.99,paid,9.99,True
143,5,Premium,29.99,failed,0.0,False
144,5,Plus,19.99,failed,0.0,False
145,5,Basic,9.99,paid,9.99,True
146,5,Basic,9.99,paid,9.99,True
147,5,Basic,9.99,paid,9.99,True
148,5,Basic,9.99,paid,9.99,True
149,5,Basic,9.99,paid,9.99,True
150,5,Basic,9.99,paid,9.99,True
151,5,Plus,19.99,paid,19.99,True
152,5,Premium,29.99,failed,0.0,False
153,5,Basic,9.99,paid,9.99,True
154,5,Plus,19.99,failed,0.0,False
155,5,Basic,9.99,paid,9.99,True
156,5,Plus,19.99,paid,19.99,True
157,5,Basic,9.99,failed,0.0,False
158,5,Plus,19.99,paid,19.99,True
159,5,Plus,19.99,paid,19.99,True
160,5,Plus,19.99,paid,19.99,True
161,5,Basic,9.99,paid,9.99,True
162,5,Premium,29.99,failed,0.0,False
163,5,Basic,9.99,paid,9.99,True
164,5,Basic,9.99,paid,9.99,True
165,5,Plus,19.99,paid,19.99,True
166,5,Basic,9.99,paid,9.99,True
167,5,Plus,19.99,paid,19.99,True
168,5,Plus,19.99,paid,19.99,True
169,5,Basic,9.99,paid,9.99,True
170,5,Premium,29.99,failed,0.0,False
171,5,Basic,9.99,paid,9.99,True
172,5,Basic,9.99,paid,9.99,True
173,5,Basic,9.99,paid,9.99,True
174,5,Premium,29.99,paid,29.99,True
175,5,Basic,9.99,paid,9.99,True
176,5,Basic,9.99,paid,9.99,True
177,5,Basic,9.99,failed,0.0,True
178,5,Premium,29.99,paid,29.99,True
179,5,Premium,29.99,failed,0.0,False
180,5,Plus,19.99,failed,0.0,True
181,5,Premium,29.99,paid,29.99,True
182,5,Premium,29.99,paid,29.99,True
183,5,Basic,9.99,failed,0.0,False
184,5,Basic,9.99,failed,0.0,False
185,5,Plus,19.99,paid,19.99,True
186,5,Plus,19.99,failed,0.0,False
187,5,Basic,9.99,paid,9.99,True
188,5,Basic,9.99,paid,9.99,True
189,5,Plus,19.99,paid,19.99,True
190,5,Basic,9.99,failed,0.0,False
191,5,Premium,29.99,paid,29.99,True
192,5,Basic,9.99,paid,9.99,True
193,5,Basic,9.99,failed,0.0,True
194,5,Plus,19.99,paid,19.99,True
195,5,Basic,9.99,paid,9.99,True
196,5,Basic,9.99,paid,9.99,True
197,5,Plus,19.99,paid,19.99,True
198,5,Premium,29.99,paid,29.99,True
199,5,Basic,9.99,failed,0.0,False
200,5,Basic,9.99,failed,0.0,False
201,5,Plus,19.99,failed,0.0,False
202,5,Premium,29.99,paid,29.99,True
203,5,Basic,9.99,paid,9.99,True
204,5,Basic,9.99,paid,9.99,True
205,5,Basic,9.99,paid,9.99,True
206,5,Basic,9.99,paid,9.99,True
207,5,Basic,9.99,paid,9.99,True
208,5,Plus,19.99,paid,19.99,True
209,5,Basic,9.99,paid,9.99,True
210,5,Basic,9.99,failed,0.0,False
211,5,Plus,19.99,paid,19.99,True
212,5,Plus,19.99,paid,19.99,True
213,5,Basic,9.99,paid,9.99,True
214,5,Plus,19.99,paid,19.99,True
215,5,Plus,19.99,paid,19.99,True
216,5,Plus,19.99,paid,19.99,True
217,5,Basic,9.99,paid,9.99,True
218,5,Basic,9.99,paid,9.99,True
219,5,Premium,29.99,paid,29.99,True
220,5,Basic,9.99,paid,9.99,True
221,5,Basic,9.99,paid,9.99,True
222,5,Basic,9.99,paid,9.99,True
223,5,Plus,19.99,paid,19.99,True
224,5,Premium,29.99,paid,29.99,True
225,5,Basic,9.99,paid,9.99,True
226,5,Premium,29.99,failed,0.0,False
227,5,Basic,9.99,paid,9.99,True
228,5,Plus,19.99,paid,19.99,True
229,5,Plus,19.99,failed,0.0,False
230,5,Basic,9.99,paid,9.99,True
231,5,Basic,9.99,paid,9.99,True
232,5,Basic,9.99,paid,9.99,True
233,5,Premium,29.99,paid,29.99,True
234,5,Plus,19.99,paid,19.99,True
235,5,Premium,29.99,paid,29.99,True
236,5,Plus,19.99,paid,19.99,True
237,5,Basic,9.99,paid,9.99,True
238,5,Plus,19.99,failed,0.0,True
239,5,Basic,9.99,paid,9.99,True
240,5,Basic,9.99,paid,9.99,True
241,5,Plus,19.99,paid,19.99,True
242,5,Plus,19.99,failed,0.0,False
243,5,Basic,9.99,paid,9.99,True
244,5,Basic,9.99,paid,9.99,True
245,5,Plus,19.99,paid,19.99,True
246,5,Premium,29.99,failed,0.0,False
247,5,Plus,19.99,paid,19.99,True
248,5,Basic,9.99,failed,0.0,False
249,5,Basic,9.99,failed,0.0,False
250,5,Basic,9.99,paid,9.99,True
251,5,Plus,19.99,paid,19.99,True
252,5,Premium,29.99,paid,29.99,True
253,5,Basic,9.99,paid,9.99,True
254,5,Basic,9.99,paid,9.99,True
255,5,Basic,9.99,paid,9.99,True
256,5,Plus,19.99,failed,0.0,False
257,5,Plus,19.99,paid,19.99,True
258,5,Basic,9.99,failed,0.0,True
259,5,Basic,9.99,paid,9.99,True
260,5,Plus,19.99,paid,19.99,True
261,5,Basic,9.99,paid,9.99,True
262,5,Plus,19.99,paid,19.99,True
263,5,Basic,9.99,paid,9.99,True
